label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
WHERE,0.0,0.0,0.0,0.11057,-0.228064,-0.02247,0.131544,-0.510571,-0.067025,0.075104,-0.723385,-0.104785,-0.00525,-0.865901,-0.152505,0.171249,-0.455882,-0.177456,0.242166,-0.587235,-0.255551,0.263044,-0.717657,-0.29835,0.270564,-0.828297,-0.32421,0.071377,-0.389898,-0.199052,-0.012963,-0.642704,-0.264285,-0.093519,-0.82724,-0.28787,-0.160311,-0.936821,-0.310913,-0.056904,-0.329119,-0.212953,-0.174267,-0.599643,-0.280106,-0.237133,-0.722919,-0.288687,-0.273578,-0.764538,-0.29013,-0.192035,-0.268536,-0.221981,-0.275051,-0.490041,-0.27169,-0.295176,-0.570769,-0.272603,-0.296714,-0.586965,-0.268089
WHERE,0.0,0.0,0.0,0.094994,-0.231848,-0.0151,0.159065,-0.497865,-0.048816,0.184983,-0.712115,-0.080365,0.197726,-0.842291,-0.12026,0.115807,-0.484128,-0.116172,0.012595,-0.730027,-0.184203,-0.072589,-0.856171,-0.233,-0.144518,-0.946932,-0.262963,0.004298,-0.389527,-0.140143,-0.123698,-0.657996,-0.193583,-0.214379,-0.816914,-0.228377,-0.283876,-0.922358,-0.262049,-0.108265,-0.309812,-0.160147,-0.224564,-0.560334,-0.203576,-0.288838,-0.710455,-0.215627,-0.33056,-0.815977,-0.229108,-0.220553,-0.243212,-0.178544,-0.298147,-0.456725,-0.21205,-0.33814,-0.583892,-0.212685,-0.364794,-0.68457,-0.214217
WHERE,0.0,0.0,0.0,0.109616,-0.250423,-0.010088,0.142727,-0.523393,-0.043393,0.141586,-0.741882,-0.082209,0.079143,-0.869683,-0.121632,0.00136,-0.731808,-0.05849,-0.157002,-0.979602,-0.125424,-0.167219,-0.941428,-0.166411,-0.14742,-0.843586,-0.18243,-0.104773,-0.65771,-0.082101,-0.283171,-0.910419,-0.138632,-0.25219,-0.855916,-0.157029,-0.194125,-0.749054,-0.166692,-0.195994,-0.559508,-0.106039,-0.355833,-0.780621,-0.158027,-0.3056,-0.731898,-0.154598,-0.23881,-0.633662,-0.146148,-0.270653,-0.456342,-0.129465,-0.393797,-0.652195,-0.164225,-0.355501,-0.613521,-0.149153,-0.294742,-0.536879,-0.130349
WHERE,0.0,0.0,0.0,0.172119,-0.181829,-0.016697,0.248873,-0.484387,-0.04307,0.212543,-0.750916,-0.076633,0.10871,-0.871781,-0.116821,0.19615,-0.695554,-0.063443,0.156555,-0.949718,-0.155109,0.157477,-0.954519,-0.223308,0.167085,-0.871615,-0.258343,0.082875,-0.663112,-0.093502,0.017125,-0.955398,-0.177107,0.039308,-0.974109,-0.222636,0.06559,-0.89233,-0.246706,-0.038306,-0.585006,-0.127714,-0.096325,-0.862063,-0.213687,-0.059695,-0.862223,-0.234428,-0.025633,-0.774931,-0.234135,-0.165851,-0.475061,-0.161171,-0.212946,-0.719755,-0.233819,-0.195149,-0.772428,-0.247405,-0.174014,-0.768308,-0.244854
WHERE,0.0,0.0,0.0,0.133485,-0.22852,-0.01224,0.23477,-0.493743,-0.048469,0.277977,-0.726861,-0.082571,0.283455,-0.896201,-0.12552,0.264449,-0.401095,-0.152731,0.260594,-0.681582,-0.241722,0.219116,-0.82945,-0.300344,0.181337,-0.918847,-0.336854,0.161725,-0.32939,-0.186214,0.138261,-0.614166,-0.2589,0.075781,-0.818888,-0.290613,0.01695,-0.945737,-0.32449,0.035091,-0.272566,-0.216409,0.008201,-0.535552,-0.281786,-0.043062,-0.744761,-0.301965,-0.08549,-0.878171,-0.322678,-0.109555,-0.234407,-0.243807,-0.143116,-0.461034,-0.305283,-0.171258,-0.625181,-0.326424,-0.197241,-0.752195,-0.343257
WHERE,0.0,0.0,0.0,0.141136,-0.18081,-0.019809,0.24377,-0.452651,-0.064814,0.316403,-0.708633,-0.104345,0.344248,-0.919988,-0.154561,0.196521,-0.436543,-0.185214,0.175029,-0.73295,-0.269792,0.145456,-0.869548,-0.30949,0.119397,-0.920425,-0.327819,0.046538,-0.423616,-0.207453,-0.058392,-0.805129,-0.274381,-0.119435,-0.92447,-0.290411,-0.15306,-0.939943,-0.30509,-0.100313,-0.403216,-0.222892,-0.215337,-0.749585,-0.281237,-0.278785,-0.864033,-0.27805,-0.313118,-0.89411,-0.277364,-0.227292,-0.367152,-0.233878,-0.338988,-0.623462,-0.282426,-0.402262,-0.727697,-0.280681,-0.439714,-0.782107,-0.275609
WHERE,0.0,0.0,0.0,0.098655,-0.232578,-0.054021,0.175254,-0.49736,-0.11552,0.227341,-0.708943,-0.163004,0.26031,-0.860162,-0.219626,0.182213,-0.392843,-0.263533,0.238688,-0.59526,-0.368959,0.256267,-0.747585,-0.421119,0.265902,-0.852288,-0.450446,0.076439,-0.320714,-0.273395,0.043474,-0.516046,-0.367212,-0.015751,-0.669459,-0.395161,-0.060445,-0.759923,-0.421389,-0.05078,-0.258304,-0.276094,-0.141356,-0.448324,-0.370316,-0.230863,-0.609542,-0.392326,-0.298047,-0.712661,-0.405468,-0.181177,-0.208407,-0.275019,-0.266892,-0.38773,-0.349317,-0.320551,-0.505947,-0.367294,-0.358687,-0.583984,-0.3769
WHERE,0.0,0.0,0.0,0.119056,-0.217951,-0.030446,0.22194,-0.46896,-0.06606,0.292043,-0.668252,-0.092211,0.334053,-0.827522,-0.126032,0.179506,-0.424679,-0.190915,0.28417,-0.597762,-0.264231,0.331508,-0.728313,-0.301539,0.368862,-0.8479,-0.327681,0.085753,-0.344257,-0.208459,0.055006,-0.578003,-0.295705,0.013057,-0.772524,-0.342499,-0.022696,-0.924494,-0.380519,-0.032065,-0.28156,-0.216469,-0.126475,-0.564086,-0.304905,-0.197408,-0.748285,-0.342649,-0.255334,-0.882782,-0.365322,-0.149827,-0.232625,-0.218511,-0.22114,-0.460932,-0.290689,-0.271208,-0.597508,-0.315373,-0.312175,-0.706834,-0.328501
WHERE,0.0,0.0,0.0,0.113421,-0.202184,-0.023395,0.164934,-0.451195,-0.068121,0.161402,-0.658058,-0.106176,0.138155,-0.793367,-0.155785,0.175402,-0.418551,-0.193697,0.239989,-0.599414,-0.271692,0.258998,-0.741197,-0.312627,0.266602,-0.856461,-0.340195,0.070205,-0.358974,-0.219267,-0.002707,-0.614725,-0.291105,-0.077798,-0.796347,-0.323156,-0.139994,-0.924616,-0.354241,-0.058015,-0.294664,-0.236272,-0.150346,-0.55783,-0.307229,-0.217646,-0.730118,-0.329877,-0.268852,-0.844977,-0.347708,-0.189694,-0.22848,-0.248088,-0.257558,-0.429607,-0.310453,-0.294595,-0.551133,-0.32702,-0.32479,-0.639173,-0.336723
WHERE,0.0,0.0,0.0,0.140344,-0.21352,-0.049066,0.219974,-0.472752,-0.097421,0.255791,-0.674268,-0.129818,0.277007,-0.834694,-0.170892,0.135844,-0.409995,-0.226143,0.167086,-0.587375,-0.303523,0.175092,-0.722157,-0.343081,0.184496,-0.861814,-0.372601,0.013373,-0.336543,-0.230053,-0.082264,-0.559015,-0.323688,-0.154139,-0.730275,-0.381578,-0.208714,-0.8775,-0.431778,-0.112725,-0.282589,-0.221849,-0.244825,-0.532759,-0.306121,-0.320873,-0.702837,-0.34744,-0.376513,-0.830782,-0.377701,-0.221093,-0.239847,-0.208529,-0.295958,-0.445688,-0.268064,-0.320841,-0.564839,-0.293683,-0.338656,-0.667538,-0.313993
WHERE,0.0,0.0,0.0,0.131967,-0.247083,-0.010031,0.205524,-0.534014,-0.039196,0.221602,-0.77207,-0.062443,0.182936,-0.942917,-0.092449,0.189974,-0.476526,-0.15945,0.242148,-0.660202,-0.231846,0.234715,-0.805897,-0.267567,0.215985,-0.932127,-0.29067,0.094428,-0.397499,-0.18567,-0.011183,-0.662694,-0.263861,-0.105298,-0.827389,-0.295477,-0.180978,-0.925757,-0.321554,-0.024552,-0.332662,-0.2044,-0.137365,-0.594181,-0.283343,-0.226607,-0.754153,-0.314363,-0.297243,-0.852923,-0.331196,-0.147565,-0.27276,-0.216444,-0.232029,-0.480026,-0.280573,-0.294603,-0.60703,-0.305881,-0.345839,-0.707601,-0.31993
WHERE,0.0,0.0,0.0,0.077293,-0.213677,-0.010958,0.146762,-0.430139,-0.041456,0.168607,-0.59786,-0.073011,0.161453,-0.728749,-0.112809,0.291351,-0.410501,-0.107451,0.265595,-0.687276,-0.180298,0.20736,-0.842021,-0.230675,0.151439,-0.94518,-0.262806,0.235806,-0.339075,-0.140906,0.203527,-0.642355,-0.201351,0.148946,-0.825886,-0.240319,0.099712,-0.956057,-0.275705,0.141593,-0.278183,-0.17216,0.10514,-0.554182,-0.238405,0.044466,-0.737374,-0.271232,-0.007691,-0.866485,-0.29659,0.023742,-0.237295,-0.200811,-0.032236,-0.449314,-0.268796,-0.079114,-0.590017,-0.2942,-0.118336,-0.699128,-0.31039
WHERE,0.0,0.0,0.0,0.229592,-0.114284,-0.05894,0.348252,-0.368295,-0.099206,0.298695,-0.635645,-0.136428,0.170255,-0.77634,-0.175269,0.186255,-0.753556,-0.0802,0.164593,-0.965743,-0.171874,0.121707,-0.93955,-0.243874,0.074352,-0.8473,-0.280053,0.028406,-0.763103,-0.083236,0.023014,-0.988041,-0.152468,0.008805,-0.969071,-0.192387,-0.012017,-0.871747,-0.213249,-0.115908,-0.719798,-0.0945,-0.110375,-0.941621,-0.155405,-0.108652,-0.941801,-0.166473,-0.116454,-0.875139,-0.164795,-0.250117,-0.63312,-0.109885,-0.246946,-0.827193,-0.150237,-0.217796,-0.849512,-0.145889,-0.191386,-0.819325,-0.133334
WHERE,0.0,0.0,0.0,0.151122,-0.206957,0.039559,0.180509,-0.472615,0.023008,0.10221,-0.670881,-0.005597,-0.014072,-0.774642,-0.043399,0.235548,-0.514156,-0.055424,0.153027,-0.816495,-0.13148,0.026913,-0.944581,-0.177725,-0.054279,-0.978863,-0.197182,0.13654,-0.493309,-0.104849,0.054306,-0.803873,-0.149266,-0.056826,-0.954679,-0.151579,-0.121994,-0.980074,-0.152921,0.005854,-0.469269,-0.151694,-0.065874,-0.777117,-0.196592,-0.151424,-0.915013,-0.185284,-0.194338,-0.93347,-0.170928,-0.145388,-0.440839,-0.192456,-0.204644,-0.702359,-0.231159,-0.238534,-0.816184,-0.217928,-0.25093,-0.842057,-0.198521
WHERE,0.0,0.0,0.0,0.109499,-0.191381,0.015702,0.181905,-0.416468,-0.001263,0.219505,-0.587043,-0.024296,0.224333,-0.698516,-0.059831,0.169179,-0.501814,-0.07897,0.107594,-0.758267,-0.146634,0.036904,-0.876212,-0.196256,-0.030708,-0.952751,-0.223718,0.083424,-0.46078,-0.117322,-0.011186,-0.72158,-0.169208,-0.090299,-0.866677,-0.204366,-0.156099,-0.959713,-0.233633,-0.017794,-0.408384,-0.15093,-0.103004,-0.65984,-0.196499,-0.173327,-0.811499,-0.216061,-0.230092,-0.909097,-0.230683,-0.131092,-0.351616,-0.179848,-0.189546,-0.560648,-0.21516,-0.233671,-0.678547,-0.216482,-0.271501,-0.760868,-0.214707
WHERE,0.0,0.0,0.0,0.122813,-0.197941,-0.017784,0.206237,-0.429514,-0.045451,0.243296,-0.618062,-0.066792,0.260089,-0.766956,-0.097823,0.234614,-0.385435,-0.152946,0.380595,-0.521589,-0.216475,0.431143,-0.658719,-0.249014,0.459652,-0.788416,-0.272096,0.14215,-0.323208,-0.173299,0.121206,-0.610385,-0.244177,0.061396,-0.804157,-0.282431,0.016133,-0.949482,-0.313406,0.022355,-0.281395,-0.184495,-0.050601,-0.577081,-0.253957,-0.123815,-0.73258,-0.277005,-0.172159,-0.83995,-0.289639,-0.09894,-0.254167,-0.190368,-0.16281,-0.467156,-0.247106,-0.20374,-0.570561,-0.258022,-0.226504,-0.6473,-0.259708
WHERE,0.0,0.0,0.0,0.114809,-0.194573,0.008872,0.158145,-0.406906,-0.027133,0.132905,-0.58512,-0.065872,0.072797,-0.712658,-0.117558,0.200049,-0.447068,-0.140803,0.295539,-0.620459,-0.223895,0.351786,-0.74279,-0.275218,0.390139,-0.829809,-0.305583,0.115016,-0.407295,-0.18089,0.053585,-0.68127,-0.252576,-0.025775,-0.842511,-0.282859,-0.09207,-0.947735,-0.305487,-0.004306,-0.356269,-0.212113,-0.091709,-0.618321,-0.279723,-0.168345,-0.761612,-0.288996,-0.224896,-0.854367,-0.291947,-0.138305,-0.296814,-0.236735,-0.202096,-0.484314,-0.285362,-0.235271,-0.565183,-0.278619,-0.256636,-0.620873,-0.267363
WHERE,0.0,0.0,0.0,0.122132,-0.206237,-0.030696,0.185866,-0.474249,-0.061538,0.201281,-0.701465,-0.084133,0.181322,-0.85772,-0.115372,0.126926,-0.418687,-0.142266,0.187122,-0.583996,-0.200872,0.205962,-0.712811,-0.23433,0.212508,-0.824407,-0.259806,0.006744,-0.384143,-0.160653,-0.098789,-0.644139,-0.220504,-0.172271,-0.804896,-0.25681,-0.229288,-0.929561,-0.288694,-0.116493,-0.329962,-0.173539,-0.235931,-0.587468,-0.241717,-0.29205,-0.75672,-0.27356,-0.33398,-0.891728,-0.296973,-0.217103,-0.261559,-0.181625,-0.279071,-0.446797,-0.238819,-0.292168,-0.533554,-0.251704,-0.296403,-0.602222,-0.26025
WHERE,0.0,0.0,0.0,0.115198,-0.224272,-0.022106,0.194495,-0.482202,-0.056635,0.219293,-0.690642,-0.084543,0.205892,-0.835282,-0.121067,0.161566,-0.409986,-0.172698,0.227322,-0.593541,-0.239648,0.227913,-0.72985,-0.269983,0.213982,-0.844838,-0.29191,0.04395,-0.348716,-0.196177,-0.055132,-0.610091,-0.271384,-0.13634,-0.786418,-0.309385,-0.201154,-0.917494,-0.343136,-0.086091,-0.289685,-0.211835,-0.206228,-0.554743,-0.290963,-0.270298,-0.738855,-0.325358,-0.31712,-0.877254,-0.349128,-0.206392,-0.233427,-0.221189,-0.276087,-0.451533,-0.289585,-0.30372,-0.596262,-0.317181,-0.322116,-0.720132,-0.335747
WHERE,0.0,0.0,0.0,0.110358,-0.210086,-0.030574,0.19695,-0.46493,-0.06074,0.252166,-0.660934,-0.085252,0.283055,-0.81072,-0.119369,0.183809,-0.434459,-0.156513,0.272188,-0.583096,-0.231355,0.310504,-0.713411,-0.27684,0.328793,-0.832104,-0.308274,0.095455,-0.368758,-0.176615,0.043668,-0.606739,-0.253788,-0.027434,-0.795337,-0.295085,-0.093631,-0.939384,-0.329836,-0.019095,-0.307714,-0.191694,-0.103515,-0.552815,-0.269145,-0.18202,-0.711705,-0.297843,-0.246357,-0.830669,-0.316173,-0.136868,-0.252192,-0.203557,-0.208194,-0.42929,-0.270594,-0.260419,-0.536719,-0.290262,-0.301689,-0.625737,-0.299463
WHERE,0.0,0.0,0.0,0.107871,-0.193143,-0.042043,0.187012,-0.427263,-0.083654,0.245963,-0.602558,-0.112842,0.286725,-0.745793,-0.150188,0.19564,-0.400753,-0.196749,0.295256,-0.545178,-0.277208,0.34299,-0.677204,-0.322942,0.373544,-0.789287,-0.355501,0.102161,-0.343378,-0.211032,0.063849,-0.572599,-0.305619,0.002531,-0.77066,-0.357051,-0.049037,-0.916353,-0.397356,-0.012751,-0.289431,-0.216466,-0.09468,-0.524303,-0.304844,-0.155137,-0.677278,-0.334694,-0.199606,-0.785893,-0.353187,-0.130144,-0.245511,-0.218465,-0.230117,-0.41229,-0.295909,-0.286705,-0.521503,-0.319407,-0.324107,-0.616846,-0.330088
WHERE,0.0,0.0,0.0,0.114525,-0.276311,-0.034362,0.202219,-0.560151,-0.075424,0.253678,-0.794969,-0.108312,0.300505,-0.942047,-0.149144,0.161742,-0.424014,-0.180346,0.259671,-0.595685,-0.255489,0.281567,-0.753289,-0.292991,0.286745,-0.878362,-0.318226,0.057022,-0.324282,-0.196614,-0.040538,-0.581094,-0.273726,-0.116784,-0.782114,-0.312727,-0.178659,-0.916296,-0.349892,-0.066912,-0.244545,-0.206222,-0.200661,-0.506153,-0.289963,-0.275758,-0.692151,-0.323482,-0.335986,-0.813431,-0.3458,-0.193218,-0.18196,-0.210623,-0.279947,-0.401027,-0.282808,-0.330014,-0.54847,-0.30963,-0.370123,-0.659139,-0.32639
WHERE,0.0,0.0,0.0,0.119572,-0.256002,-0.032163,0.207269,-0.534643,-0.066553,0.249963,-0.758519,-0.092984,0.267145,-0.903346,-0.128029,0.160907,-0.435562,-0.174484,0.245482,-0.605523,-0.240413,0.261956,-0.745971,-0.273608,0.261995,-0.867523,-0.298528,0.050033,-0.343002,-0.191666,-0.050149,-0.599708,-0.25966,-0.140096,-0.783473,-0.298863,-0.214593,-0.91626,-0.338257,-0.075456,-0.261894,-0.201635,-0.197166,-0.516384,-0.277486,-0.283689,-0.703878,-0.313769,-0.355008,-0.840735,-0.341617,-0.196011,-0.19316,-0.206427,-0.289315,-0.407665,-0.276815,-0.349587,-0.554016,-0.306227,-0.398666,-0.671195,-0.32631
WHERE,0.0,0.0,0.0,0.075896,-0.241453,-0.032691,0.158769,-0.460554,-0.069121,0.221171,-0.628097,-0.102971,0.262633,-0.770484,-0.142889,0.240021,-0.41266,-0.145455,0.356553,-0.560723,-0.231269,0.420716,-0.696097,-0.291457,0.469209,-0.816688,-0.335952,0.190934,-0.35653,-0.179889,0.238301,-0.547446,-0.275824,0.226183,-0.731254,-0.33284,0.203579,-0.875753,-0.374876,0.102134,-0.29296,-0.211261,0.08048,-0.493472,-0.311578,0.014446,-0.656201,-0.35732,-0.045849,-0.782296,-0.384942,-0.017807,-0.239046,-0.241117,-0.098441,-0.386168,-0.335906,-0.172159,-0.515814,-0.372797,-0.232,-0.620198,-0.392792
WHERE,0.0,0.0,0.0,0.105588,-0.192868,-0.043327,0.177741,-0.413911,-0.099282,0.214618,-0.59273,-0.147754,0.26322,-0.750611,-0.203215,0.258234,-0.343504,-0.215252,0.40215,-0.483856,-0.311447,0.477073,-0.622026,-0.36972,0.54313,-0.72999,-0.414879,0.178633,-0.301393,-0.252299,0.273549,-0.416933,-0.372808,0.299094,-0.590609,-0.444818,0.316921,-0.729001,-0.497318,0.067322,-0.242863,-0.281202,0.045615,-0.406966,-0.411821,-0.00121,-0.564505,-0.477641,-0.041337,-0.684598,-0.515813,-0.064395,-0.194297,-0.304502,-0.174237,-0.333976,-0.42349,-0.246222,-0.452503,-0.472437,-0.297198,-0.549611,-0.50065
WHERE,0.0,0.0,0.0,0.1119,-0.188266,-0.028,0.170389,-0.404249,-0.078082,0.223256,-0.580896,-0.11785,0.271836,-0.732246,-0.166304,0.172302,-0.37977,-0.233606,0.28163,-0.562691,-0.335308,0.346735,-0.701741,-0.391137,0.402304,-0.80848,-0.429548,0.087184,-0.337321,-0.268527,0.127501,-0.527833,-0.390839,0.11601,-0.70602,-0.45378,0.0998,-0.833741,-0.499399,-0.023679,-0.278406,-0.291525,-0.072473,-0.466652,-0.407827,-0.107823,-0.626362,-0.45708,-0.139211,-0.747312,-0.487799,-0.148563,-0.218783,-0.307548,-0.263568,-0.351764,-0.410038,-0.325463,-0.442187,-0.447841,-0.373463,-0.520974,-0.468987
WHERE,0.0,0.0,0.0,0.147526,-0.208081,-0.04637,0.244645,-0.470871,-0.088182,0.321849,-0.675563,-0.114751,0.369375,-0.827802,-0.147314,0.197425,-0.418694,-0.206883,0.304515,-0.579713,-0.288083,0.377778,-0.713133,-0.335123,0.441853,-0.818326,-0.36757,0.084552,-0.357846,-0.218328,0.091352,-0.542067,-0.304736,0.07873,-0.728215,-0.351687,0.064184,-0.862559,-0.390527,-0.040728,-0.306857,-0.222096,-0.103836,-0.508332,-0.313434,-0.134375,-0.674825,-0.358667,-0.160062,-0.801394,-0.389866,-0.16208,-0.262619,-0.221712,-0.2798,-0.409657,-0.30948,-0.35501,-0.51322,-0.34576,-0.407617,-0.598759,-0.366483
WHERE,0.0,0.0,0.0,0.114545,-0.215424,-0.022518,0.197688,-0.454128,-0.064801,0.25841,-0.626455,-0.102043,0.319261,-0.752352,-0.143576,0.263536,-0.37621,-0.181954,0.395142,-0.527969,-0.276807,0.480231,-0.642395,-0.335115,0.558055,-0.738637,-0.378139,0.184645,-0.340759,-0.219832,0.245979,-0.501781,-0.334495,0.269277,-0.65356,-0.397122,0.288044,-0.778749,-0.441911,0.077438,-0.303257,-0.249636,0.074265,-0.47951,-0.361695,0.066527,-0.622361,-0.414287,0.059208,-0.741519,-0.446741,-0.047666,-0.277824,-0.274471,-0.117617,-0.422967,-0.372481,-0.170199,-0.526728,-0.412438,-0.208507,-0.616792,-0.436718
WHERE,0.0,0.0,0.0,0.120674,-0.196738,-0.031108,0.213541,-0.416041,-0.079668,0.283101,-0.585873,-0.119171,0.348155,-0.728495,-0.162929,0.269865,-0.333347,-0.204036,0.417975,-0.490737,-0.292675,0.511679,-0.611716,-0.344124,0.596397,-0.705244,-0.38333,0.193317,-0.32385,-0.235074,0.295296,-0.468738,-0.343235,0.341919,-0.608477,-0.402266,0.371471,-0.710884,-0.445056,0.086209,-0.300761,-0.256435,0.091036,-0.494006,-0.362296,0.094067,-0.650589,-0.415812,0.090048,-0.768568,-0.451388,-0.040004,-0.282007,-0.273038,-0.117501,-0.440073,-0.369114,-0.169282,-0.561192,-0.410581,-0.208215,-0.660798,-0.437601
WHERE,0.0,0.0,0.0,0.16627,-0.237744,-0.073255,0.302363,-0.509885,-0.123076,0.396376,-0.723727,-0.158225,0.464791,-0.862533,-0.200016,0.198609,-0.389519,-0.224214,0.29233,-0.554636,-0.304216,0.349199,-0.681335,-0.355634,0.402144,-0.807367,-0.396645,0.033363,-0.354896,-0.225275,0.006586,-0.523297,-0.318224,-0.008622,-0.686634,-0.37959,-0.019939,-0.829274,-0.43571,-0.1226,-0.337887,-0.220695,-0.206036,-0.546154,-0.317734,-0.235296,-0.701733,-0.370741,-0.260787,-0.836223,-0.411346,-0.253489,-0.323421,-0.215788,-0.366623,-0.516764,-0.300445,-0.441544,-0.655959,-0.343391,-0.497511,-0.780007,-0.376078
WHERE,0.0,0.0,0.0,0.139527,-0.137383,-0.037197,0.220334,-0.31634,-0.094274,0.264175,-0.478376,-0.137585,0.280272,-0.628049,-0.187149,0.244823,-0.331619,-0.228495,0.389901,-0.482458,-0.322806,0.483795,-0.617814,-0.374923,0.559631,-0.720578,-0.409366,0.138775,-0.347318,-0.245476,0.27199,-0.46569,-0.353719,0.364824,-0.611129,-0.407285,0.439497,-0.718458,-0.445473,0.015911,-0.336813,-0.250648,0.017404,-0.50687,-0.340672,0.013583,-0.666853,-0.36765,0.014245,-0.788084,-0.384115,-0.112243,-0.313762,-0.251272,-0.189771,-0.452687,-0.329391,-0.244444,-0.547629,-0.347747,-0.283115,-0.641658,-0.354774
WHERE,0.0,0.0,0.0,0.12082,-0.191645,-0.016265,0.193318,-0.399582,-0.06954,0.245597,-0.561661,-0.115322,0.295625,-0.713829,-0.167406,0.240765,-0.360648,-0.216028,0.393843,-0.501963,-0.315535,0.484112,-0.621916,-0.372544,0.562381,-0.71629,-0.413106,0.159753,-0.358602,-0.251274,0.276248,-0.49435,-0.351063,0.33,-0.629564,-0.395034,0.382802,-0.730655,-0.42981,0.045554,-0.341854,-0.276413,0.040701,-0.536383,-0.373231,0.035627,-0.689459,-0.409247,0.040814,-0.800654,-0.434033,-0.081939,-0.316932,-0.295434,-0.174748,-0.488361,-0.390745,-0.227063,-0.604754,-0.428381,-0.259188,-0.703999,-0.450491
WHERE,0.0,0.0,0.0,0.127412,-0.269252,-0.061642,0.215051,-0.555656,-0.102899,0.291476,-0.77356,-0.128835,0.340278,-0.926746,-0.159228,0.200959,-0.404055,-0.202937,0.329413,-0.535549,-0.283181,0.397887,-0.659358,-0.33205,0.4498,-0.781795,-0.369891,0.077535,-0.355052,-0.207517,0.079825,-0.486793,-0.301635,0.062689,-0.625524,-0.356521,0.043673,-0.749345,-0.402563,-0.060815,-0.316793,-0.206221,-0.134962,-0.497162,-0.301728,-0.180532,-0.649693,-0.344785,-0.220895,-0.780996,-0.374276,-0.196784,-0.281155,-0.203212,-0.291143,-0.44201,-0.28918,-0.357957,-0.559772,-0.324613,-0.408113,-0.662737,-0.345698
WHERE,0.0,0.0,0.0,0.090027,-0.270948,-0.057475,0.139796,-0.573348,-0.096489,0.172093,-0.802114,-0.121873,0.219765,-0.964396,-0.147116,0.216568,-0.395088,-0.152366,0.353156,-0.474952,-0.213923,0.403578,-0.612745,-0.243435,0.440186,-0.734509,-0.269147,0.108681,-0.353297,-0.158378,0.107977,-0.531614,-0.24583,0.099536,-0.637374,-0.287646,0.10374,-0.698023,-0.317455,-0.022578,-0.319826,-0.162117,-0.111835,-0.529463,-0.261663,-0.142292,-0.63547,-0.298294,-0.154172,-0.710472,-0.314565,-0.154657,-0.289753,-0.163521,-0.26781,-0.472351,-0.248897,-0.331436,-0.594836,-0.283783,-0.368739,-0.698863,-0.302554
WHERE,0.0,0.0,0.0,0.075058,-0.291526,-0.045645,0.115447,-0.59904,-0.091672,0.12676,-0.804763,-0.12514,0.158157,-0.97393,-0.162626,0.240971,-0.408494,-0.202971,0.373085,-0.52987,-0.285782,0.452841,-0.649552,-0.335321,0.515418,-0.770763,-0.372149,0.145034,-0.34123,-0.216456,0.163487,-0.493215,-0.311633,0.17184,-0.641142,-0.365859,0.17498,-0.770403,-0.412428,0.018357,-0.303074,-0.222617,-0.037704,-0.505845,-0.31462,-0.058478,-0.651138,-0.357328,-0.078758,-0.775007,-0.386117,-0.123019,-0.285684,-0.224894,-0.211131,-0.502227,-0.301225,-0.267109,-0.634127,-0.333518,-0.308527,-0.745534,-0.355922
WHERE,0.0,0.0,0.0,0.082844,-0.258954,-0.08084,0.145478,-0.54563,-0.145323,0.179024,-0.75881,-0.202263,0.248555,-0.934394,-0.255201,0.271033,-0.400797,-0.180692,0.438862,-0.466236,-0.292628,0.531014,-0.584733,-0.357873,0.599822,-0.68215,-0.400569,0.226167,-0.311834,-0.197047,0.377147,-0.379124,-0.310319,0.460027,-0.529845,-0.359201,0.533228,-0.65621,-0.389568,0.128784,-0.22831,-0.217738,0.118783,-0.431486,-0.337851,0.079186,-0.477806,-0.343769,0.079193,-0.467166,-0.326879,0.001046,-0.167415,-0.242224,-0.064225,-0.365211,-0.341622,-0.093258,-0.436993,-0.355647,-0.086603,-0.438893,-0.349856
WHERE,0.0,0.0,0.0,0.085227,-0.274072,-0.067734,0.11602,-0.574291,-0.106759,0.10416,-0.803034,-0.131421,0.113875,-0.98086,-0.157946,0.193563,-0.399323,-0.163318,0.306903,-0.507456,-0.238385,0.354576,-0.628908,-0.287471,0.388642,-0.754103,-0.326245,0.074973,-0.333074,-0.163376,0.053926,-0.468064,-0.254178,0.029821,-0.592373,-0.315178,0.01916,-0.707419,-0.363489,-0.051703,-0.275009,-0.160278,-0.140429,-0.456576,-0.250338,-0.192845,-0.591805,-0.291449,-0.230081,-0.713234,-0.316689,-0.17575,-0.227088,-0.157011,-0.274587,-0.384263,-0.233767,-0.336572,-0.489691,-0.263703,-0.375172,-0.5894,-0.279978
